CustomerID,I,Iu,Imax,Entropy,BasketNum,SumExp,AvgExp
13685.0,39,29,13,2.0625166491860094,7,3119.44,445.63428571428574
13686.0,8,8,8,2.0749681365335158,1,72.0,72.0
13689.0,6,6,6,1.6669269629790178,1,910.0,910.0
13690.0,9,9,9,2.058670903468607,1,172.25,172.25
13692.0,53,48,31,3.4995243670496388,3,1488.3200000000002,496.10666666666674
13695.0,90,46,15,4.271222833449613,15,2504.13,166.942
13697.0,12,12,12,2.4404878826157206,1,151.29999999999998,151.29999999999998
13699.0,14,14,14,2.5744840991339757,1,308.58000000000004,308.58000000000004
13700.0,197,139,58,4.827386911485833,10,2265.12,226.512
13703.0,1,1,1,0.0,1,99.5,99.5
13704.0,134,111,22,4.795851680201825,9,2308.06,256.4511111111111
13705.0,28,25,11,2.9709375601077146,3,711.86,237.28666666666666
13706.0,20,20,20,2.8744240596127466,1,330.79,330.79
13707.0,48,48,32,3.760810904312069,2,806.41,403.205
13708.0,51,49,51,3.742515396698454,1,296.88,296.88
13709.0,336,244,46,5.618564214886173,13,6328.05,486.7730769230769
13710.0,8,8,8,1.8406331154804028,1,180.48,180.48
13711.0,13,11,9,2.5054632181263465,2,252.06,126.03
13712.0,10,10,10,2.198949130135473,1,228.84,228.84
13715.0,105,89,52,4.430744425417218,5,1079.3400000000001,215.86800000000002
13716.0,21,21,21,2.8008952068625708,1,138.28,138.28
13717.0,102,92,21,4.511555483555672,6,1445.01,240.835
13718.0,12,9,7,2.1396738455520894,2,306.55,153.275
13719.0,60,56,20,4.029112810673408,5,1041.68,208.336
13720.0,43,42,17,3.6623091217847574,4,799.9,199.975
13721.0,28,28,28,3.2622490804833646,1,524.14,524.14
13722.0,85,75,46,4.2419483589086715,3,2375.41,791.8033333333333
13723.0,6,6,6,1.735425797556802,1,199.85000000000002,199.85000000000002
13725.0,104,95,41,4.443932455547432,8,1980.56,247.57
13726.0,42,39,23,3.0899834236059713,2,1079.66,539.83
13727.0,20,19,14,2.8878948105128015,2,333.48,166.74
13728.0,63,38,13,4.124999509974935,6,1016.14,169.35666666666665
13730.0,43,38,22,3.6433014251729667,2,752.5999999999999,376.29999999999995
13731.0,38,36,20,3.6144235814328023,2,610.59,305.295
13732.0,33,33,33,3.433768650609462,1,491.86,491.86
13735.0,196,158,69,4.995079197540882,4,2885.24,721.31
13736.0,191,166,115,4.847900072831997,2,731.9,365.95
13737.0,30,29,30,2.8557231238389313,1,339.59999999999997,339.59999999999997
13739.0,3,3,3,1.048433305825996,1,216.9,216.9
13740.0,23,23,23,3.0236515649829356,1,350.75,350.75
13741.0,34,34,14,3.471085279864482,3,668.4300000000001,222.81000000000003
13742.0,321,200,95,5.364639504681969,12,3131.02,260.91833333333335
13743.0,41,8,7,3.614478548589348,7,1341.6,191.65714285714284
13744.0,72,54,53,4.043416774639354,2,1156.36,578.18
13745.0,25,25,25,3.1179506913588817,1,300.04,300.04
13747.0,1,1,1,0.0,1,79.6,79.6
13748.0,28,24,13,2.8469178011382907,5,948.25,189.65
13750.0,24,20,10,2.4031407682218506,5,1647.26,329.452
13751.0,9,9,9,1.4381772412788643,1,296.25,296.25
13752.0,76,64,25,4.027440580944847,6,1186.2800000000002,197.71333333333337
13753.0,35,35,35,3.397790618823834,1,741.26,741.26
13754.0,12,11,8,2.3602239883424083,2,282.6,141.3
13755.0,342,232,114,5.3631754765179895,9,2161.35,240.14999999999998
13756.0,142,66,21,4.607591048889946,14,5189.52,370.68
13758.0,117,104,47,4.501909370177511,7,3190.55,455.79285714285714
13759.0,25,24,24,2.831413318245081,2,659.4100000000001,329.70500000000004
13760.0,57,50,29,3.761810518542534,2,286.79,143.395
13761.0,70,68,38,4.196731672378425,2,1070.65,535.325
13762.0,7,7,7,1.7475208558751432,1,306.72,306.72
13763.0,15,15,15,2.614925466066267,1,1714.96,1714.96
13764.0,208,183,70,5.171283273631488,3,1521.76,507.25333333333333
13769.0,135,73,19,4.653179725227456,10,2796.51,279.651
13771.0,119,114,49,4.59801671542272,4,2634.45,658.6125
13772.0,177,141,71,4.730390090854078,3,1132.13,377.3766666666667
13774.0,22,22,22,3.0704855438169107,1,345.0,345.0
13778.0,9,9,9,2.1174830304062136,1,178.7,178.7
13780.0,57,56,48,3.46987331530259,2,360.01000000000005,180.00500000000002
13781.0,17,17,17,2.6136090402555183,1,127.84,127.84
13782.0,115,96,36,4.5237053064189165,6,912.0,152.0
13784.0,31,9,6,3.1980560443757287,11,2462.79,223.89
13786.0,7,7,7,1.7596718351726712,1,230.39999999999998,230.39999999999998
13787.0,31,24,24,3.1760302504938513,2,309.04,154.52
13790.0,45,45,45,3.56058440116383,1,348.8,348.8
13791.0,11,7,7,2.2977520707960517,2,1516.0,758.0
13792.0,13,13,9,2.528522998261036,2,195.55,97.775
13799.0,39,32,23,3.571798549854344,2,688.8599999999999,344.42999999999995
13800.0,33,33,33,3.353905916680334,1,558.32,558.32
13801.0,23,23,23,3.097926280978476,1,324.8,324.8
13802.0,60,55,28,3.7157910854075107,3,4599.42,1533.14
13803.0,17,17,17,2.8115608735489697,1,277.07,277.07
13804.0,137,124,41,4.836409232545362,7,2635.79,376.5414285714286
13805.0,13,10,7,2.333598980560769,2,924.6,462.3
13806.0,10,10,10,2.1436891487087677,1,256.38,256.38
13807.0,7,7,7,1.9331013827272228,1,112.6,112.6
13808.0,76,70,27,4.122699047670103,5,1747.66,349.53200000000004
13809.0,12,11,12,2.289427645194162,1,155.05,155.05
13810.0,35,32,20,2.6483626497886554,3,1499.01,499.67
13811.0,13,7,6,2.36352461240333,3,814.5,271.5
13812.0,36,33,20,3.52819379246108,3,539.0,179.66666666666666
13813.0,69,54,20,4.1088158829841275,4,1366.8600000000001,341.71500000000003
13814.0,57,37,31,3.8426247734166012,2,1579.12,789.56
13815.0,176,132,83,4.953603590302534,4,4027.36,1006.84
13816.0,28,25,17,3.215272422365662,2,571.6700000000001,285.83500000000004
13817.0,24,20,15,3.1272426233406434,2,382.98,191.49
13819.0,36,26,13,3.4784050311917785,3,1140.35,380.1166666666666
13821.0,59,51,42,3.892687309098242,2,385.64,192.82
13822.0,96,90,91,3.8881675795832695,2,632.0,316.0
13823.0,40,39,26,3.4409256438470477,2,957.66,478.83
13824.0,46,34,14,3.5092447359566914,5,1698.94,339.788
13826.0,10,10,10,2.266123059865309,1,189.5,189.5
13827.0,93,83,33,4.167789578218239,3,412.05,137.35
13828.0,15,15,15,2.6868100159728323,1,209.49,209.49
13831.0,74,58,53,3.414529550977022,6,2202.99,367.16499999999996
13832.0,3,3,3,1.0922503690027836,1,52.199999999999996,52.199999999999996
13833.0,29,28,29,3.2130691081364775,1,384.8,384.8
13835.0,55,48,21,3.947601328080822,4,834.5699999999999,208.64249999999998
13837.0,19,17,10,2.561335367495576,2,271.24,135.62
13838.0,174,144,55,4.853873191833781,4,691.73,172.9325
13841.0,1,1,1,0.0,1,85.0,85.0
13842.0,206,155,41,5.253307639932926,9,3385.62,376.18
13844.0,20,20,20,2.947028905361399,1,361.62,361.62
13845.0,9,9,9,1.9809816226386827,1,312.98,312.98
13846.0,55,55,28,3.9568811898835223,3,865.06,288.3533333333333
13848.0,5,3,3,1.375234059331599,3,1255.0,418.3333333333333
13849.0,101,97,63,4.556228383588373,2,1537.9499999999998,768.9749999999999
13850.0,93,93,93,4.493604893642925,1,1595.48,1595.48
13851.0,81,77,52,3.386253251243981,3,2651.46,883.82
13853.0,23,23,23,2.8968685610723997,1,1090.14,1090.14
13854.0,110,39,8,4.3585626747356585,25,8109.52,324.3808
13856.0,14,10,7,2.22459074784225,3,388.5,129.5
13858.0,11,11,11,2.3500628839385365,1,216.17,216.17
13859.0,28,27,28,3.1568840145605277,1,201.16,201.16
13860.0,76,58,24,4.280881976207737,5,1245.9,249.18
13862.0,139,97,27,4.869267047885915,8,2209.36,276.17
13863.0,20,20,20,2.9405970935390227,1,305.78,305.78
13865.0,30,26,10,3.368831494976876,4,501.56,125.39
13866.0,7,7,7,1.8796362249019933,1,145.67000000000002,145.67000000000002
13867.0,61,51,30,4.027116755519833,3,1015.2900000000001,338.43
13868.0,33,32,32,0.9605753896939186,2,3192.54,1596.27
13870.0,115,91,34,4.336187320487183,8,2770.94,346.3675
13871.0,336,155,44,5.716407538987791,13,6403.25,492.5576923076923
13873.0,23,21,9,3.0955157654340955,3,389.6,129.86666666666667
13874.0,18,18,18,2.411964051708574,1,540.45,540.45
13875.0,104,79,24,4.421005065285518,5,1786.79,357.358
13876.0,7,7,7,1.912420590510741,1,122.7,122.7
13877.0,3,3,3,0.9422155949728424,1,117.24,117.24
13878.0,36,35,36,3.4191623313297344,1,1281.53,1281.53
13880.0,165,125,25,5.006900705128145,13,3219.77,247.67461538461538
13881.0,178,72,19,4.825989825768672,20,17159.52,857.976
13882.0,65,54,22,4.04420561649257,5,1191.13,238.22600000000003
13883.0,142,108,48,4.874827659904303,5,2674.48,534.896
13884.0,59,45,36,3.8264767336776413,5,787.6,157.52
13885.0,28,28,23,3.2434823193853792,2,506.79999999999995,253.39999999999998
13886.0,16,16,16,2.745426635289868,1,243.56,243.56
13887.0,19,19,19,2.8737976512496752,1,349.55,349.55
13888.0,40,38,20,3.617125493682678,2,605.63,302.815
13889.0,15,15,15,2.607704287085914,1,416.90000000000003,416.90000000000003
13890.0,110,74,19,4.64469202084532,10,1883.81,188.381
13892.0,27,26,21,2.949929586725771,4,632.9699999999999,158.24249999999998
13893.0,21,21,21,2.4145776013198663,1,821.1,821.1
13894.0,27,25,15,3.1447124160189137,3,564.62,188.20666666666668
13895.0,118,97,38,4.574551269996264,4,2593.07,648.2675
13897.0,17,17,17,2.7299795310099517,1,311.16,311.16
13898.0,12,12,12,2.381348851815779,1,155.93,155.93
13899.0,19,19,15,2.8631598395908924,2,388.52,194.26
13900.0,43,42,26,3.5656091806048624,3,740.95,246.98333333333335
13901.0,149,144,77,4.890943676579615,5,2867.2000000000003,573.44
13904.0,26,24,17,3.1992504451491635,2,332.64,166.32
13908.0,122,104,46,4.633107962642135,4,2369.55,592.3875
13911.0,148,120,30,4.818671520108977,9,2580.91,286.7677777777778
13914.0,33,28,17,3.356093267142765,2,626.45,313.225
13917.0,18,16,13,2.7564186845161744,2,272.03999999999996,136.01999999999998
13918.0,30,30,22,2.9670338227449715,2,1212.84,606.42
13919.0,28,24,16,3.2741441455848403,2,384.81,192.405
13922.0,7,7,7,1.8544202774019503,1,172.25,172.25
13923.0,20,20,20,2.814288524269298,1,351.13,351.13
13924.0,117,90,39,4.656474046999586,6,1838.85,306.47499999999997
13925.0,41,28,25,3.6457838821648525,4,678.25,169.5625
13926.0,11,11,11,2.245519429567174,1,223.85000000000002,223.85000000000002
13927.0,21,21,21,2.9798658274836005,1,348.99,348.99
13928.0,27,23,8,3.2378088957563733,4,464.57000000000005,116.14250000000001
13929.0,9,8,7,1.6478229564412004,2,842.65,421.325
13930.0,17,15,10,2.7626915177515037,2,337.34,168.67
13931.0,58,56,38,3.6765013346634254,2,1237.5300000000002,618.7650000000001
13932.0,16,16,16,2.7094812195891635,1,307.4,307.4
13933.0,23,23,14,3.020688823114542,2,608.79,304.395
13934.0,31,31,31,3.249293125888281,1,922.1,922.1
13936.0,26,26,26,3.149453815724265,1,376.58,376.58
13937.0,9,9,9,2.0872726901212757,1,158.85,158.85
13938.0,7,7,7,1.8597915207373588,1,71.66,71.66
13939.0,45,43,22,3.6400209182768912,3,568.55,189.51666666666665
13940.0,49,39,15,3.804025365472201,4,839.14,209.785
13941.0,45,24,11,3.4957977907461912,5,5112.96,1022.592
13946.0,11,11,5,1.8886174316129754,3,561.57,187.19000000000003
13947.0,5,5,5,1.599744367867141,1,90.6,90.6
13948.0,3,3,3,1.058576883526104,1,102.0,102.0
13949.0,160,124,43,4.833321019366511,6,2427.32,404.55333333333334
13950.0,35,33,12,3.38747358330441,4,745.06,186.265
13951.0,39,38,20,3.604307364057319,3,674.45,224.8166666666667
13952.0,137,120,93,4.792557778809413,2,3251.071,1625.5355
13953.0,20,8,8,2.194106441301483,7,3515.68,502.23999999999995
13954.0,25,24,13,3.156982872010422,2,439.91999999999996,219.95999999999998
13955.0,33,33,22,3.0483808631308813,2,322.96,161.48
13956.0,152,123,55,4.664679756710536,5,1026.42,205.28400000000002
13959.0,92,79,58,4.0948249704862025,3,598.2,199.4
13960.0,12,11,8,2.240881245857023,2,230.22,115.11
13962.0,11,11,7,2.3759652355381418,2,169.55,84.775
13963.0,35,35,13,3.440596419569318,4,664.54,166.135
13967.0,2,2,2,0.6864920866847002,1,80.7,80.7
13971.0,149,118,24,4.916143940308141,8,2758.26,344.7825
13972.0,15,15,9,2.627223313214543,2,190.25,95.125
13973.0,11,11,11,2.2134442255764086,1,264.7,264.7
13974.0,28,28,28,3.297253342883024,1,413.59000000000003,413.59000000000003
13975.0,338,240,117,5.4985728692383615,6,2526.28,421.0466666666667
13976.0,10,10,10,2.108522468438897,1,357.98,357.98
13978.0,15,14,14,2.3069453090187633,2,196.79000000000002,98.39500000000001
13979.0,54,54,54,3.929701773636632,1,869.87,869.87
13980.0,11,11,11,2.133974042118662,1,200.14,200.14
13982.0,111,72,38,4.422522331689174,4,1871.81,467.9525
13983.0,107,91,34,3.8539851759731065,12,2603.43,216.9525
13984.0,16,14,5,1.9702604313725074,5,920.51,184.102
13985.0,349,108,46,5.776326226735852,15,7060.13,470.67533333333336
13986.0,13,12,13,2.3415335173038625,1,320.46,320.46
13988.0,234,188,68,5.330385559866919,6,4147.96,691.3266666666667
13989.0,41,33,23,3.3572480052725244,2,1266.08,633.04
13990.0,16,16,16,2.694563112647817,1,311.3,311.3
13991.0,84,58,32,4.109561839620179,6,855.9699999999999,142.66166666666666
13992.0,5,5,5,1.5374687275486012,1,76.8,76.8
13993.0,121,66,22,4.499724645260185,9,3466.36,385.1511111111111
13994.0,155,122,75,4.876229760487253,6,2313.14,385.5233333333333
13995.0,86,55,28,4.399091118808512,5,1393.69,278.738
13999.0,208,102,24,5.188731547972571,12,3901.81,325.1508333333333
14000.0,15,15,15,2.6034508487185715,1,635.66,635.66
14001.0,39,34,15,3.278993071387332,3,2043.08,681.0266666666666
14002.0,47,47,33,3.7259394350454573,2,529.73,264.865
14004.0,171,102,34,4.998209253269914,7,4582.64,654.6628571428572
14005.0,84,53,30,3.997617149173379,5,2874.7200000000003,574.9440000000001
14006.0,30,22,13,3.036607296360348,3,962.19,320.73
14009.0,42,42,24,3.6854116251612203,2,695.61,347.805
14012.0,11,11,11,2.3537776731300895,1,328.8,328.8
14013.0,34,30,15,3.4118114379932956,3,473.02,157.67333333333332
14014.0,39,39,39,3.5278682039253115,1,505.18,505.18
14015.0,20,20,20,2.8203296514791596,1,917.34,917.34
14016.0,161,154,45,4.692284812877554,4,4341.21,1085.3025
14019.0,66,37,25,3.967000526088737,3,1421.61,473.86999999999995
14020.0,39,37,21,3.5831969781949526,2,642.8,321.4
14021.0,22,22,15,2.9167742284248694,3,631.9,210.63333333333333
14022.0,28,28,28,3.2279118198537313,1,440.0,440.0
14023.0,31,30,16,3.3544976422323427,2,584.0699999999999,292.03499999999997
14024.0,16,16,13,2.747856141232248,2,327.7,163.85
14027.0,6,6,6,1.729176884628497,1,104.82,104.82
14029.0,15,15,9,2.5368506178642,2,467.65999999999997,233.82999999999998
14030.0,243,210,58,4.804506603636555,8,2360.09,295.01125
14031.0,250,119,26,4.778635762259864,19,17286.86,909.8347368421053
14032.0,143,53,20,4.726936100532883,11,2975.59,270.5081818181818
14034.0,89,82,64,3.6527366981600373,3,651.8199999999999,217.2733333333333
14035.0,66,41,28,3.8443710965759244,5,1428.02,285.604
14036.0,38,38,38,3.5724733713555654,1,626.65,626.65
14037.0,28,27,26,3.1172137846961445,2,147.2,73.6
14038.0,92,64,45,4.485204342021078,3,1560.38,520.1266666666667
14039.0,6,6,6,1.562946537610642,1,152.2,152.2
14040.0,235,146,53,5.023747402138905,12,3614.92,301.24333333333334
14041.0,21,21,21,2.2837489390309873,1,141.41,141.41
14044.0,209,165,72,4.967337091098619,4,652.82,163.205
14045.0,6,4,3,1.741165443189045,4,1659.75,414.9375
14046.0,14,14,14,2.303956793189183,1,154.99,154.99
14047.0,32,22,12,3.056505589161184,5,1308.6100000000001,261.72200000000004
14048.0,85,83,85,4.254091145505701,1,409.93,409.93
14050.0,54,49,37,3.926266612394492,2,746.36,373.18
14051.0,210,52,15,5.079282948417537,23,15610.390000000001,678.7126086956522
14052.0,56,56,56,3.61354375425317,1,225.36,225.36
14053.0,4,2,3,1.1198641599645758,2,260.25,130.125
14054.0,6,6,6,1.777792135671367,1,92.46,92.46
14055.0,10,10,10,1.5513124249127128,1,725.6400000000001,725.6400000000001
14057.0,284,179,58,5.227930493729799,17,6217.96,365.76235294117646
14059.0,8,8,8,1.9798183192999035,1,183.6,183.6
14060.0,202,86,22,4.909583115997077,19,6140.42,323.18
14062.0,111,60,21,4.325108079955259,12,10464.85,872.0708333333333
14064.0,80,59,26,3.543116834813281,5,1353.7399999999998,270.74799999999993
14066.0,7,7,7,1.8566457200407387,1,152.55,152.55
14067.0,52,51,27,3.6372395413718404,2,374.7,187.35
14068.0,24,22,24,2.9601359456907517,1,265.85,265.85
14071.0,324,271,85,5.2207202967941795,8,1438.82,179.8525
14073.0,13,13,13,2.5302968415576794,1,151.04,151.04
14075.0,43,33,18,3.5822481025509525,3,942.26,314.08666666666664
14076.0,46,43,46,3.4601687268593313,1,122.47,122.47
14077.0,42,33,20,3.188110698512053,5,499.41999999999996,99.88399999999999
14078.0,65,46,13,3.086218705990004,6,1049.37,174.89499999999998
14079.0,12,12,12,1.8902627739128335,1,375.1,375.1
14080.0,4,4,4,1.3706573380682778,1,45.599999999999994,45.599999999999994
14081.0,153,126,84,4.81442458032204,2,934.52,467.26
14082.0,29,28,29,3.0837732098687978,1,182.25,182.25
14083.0,181,162,72,4.876995547243695,9,1018.4300000000001,113.1588888888889
14085.0,450,272,47,5.834198509417505,18,4448.54,247.14111111111112
14087.0,69,61,69,3.9662373496103234,1,194.42,194.42
14089.0,14,13,14,2.1737741753510944,1,161.0,161.0
14090.0,1,1,1,0.0,1,76.32000000000001,76.32000000000001
14092.0,214,117,28,5.229168381614411,14,4076.91,291.2078571428571
14093.0,105,95,105,4.277970338070887,1,442.85,442.85
14098.0,21,21,21,2.185869097009634,1,147.35,147.35
14099.0,250,167,40,5.203071627482672,11,3104.17,282.1972727272727
14100.0,26,24,26,3.034740058916911,1,194.9,194.9
14101.0,35,15,12,3.248997413761699,6,5976.79,996.1316666666667
14102.0,79,35,36,3.9874940285283804,5,1360.28,272.056
14104.0,21,21,19,2.214537509077962,2,216.20999999999998,108.10499999999999
14105.0,74,74,74,4.174590770855767,1,1266.23,1266.23
14107.0,123,61,28,4.67469271411301,7,2703.23,386.17571428571426
14108.0,34,33,18,3.4046193675439427,2,597.91,298.955
14109.0,9,9,9,2.1497860286564894,1,144.2,144.2
14110.0,155,94,32,4.479186125513344,12,5683.150000000001,473.59583333333336
14111.0,10,10,5,2.0519295867041314,4,692.85,173.2125
14112.0,160,117,43,4.983625647463029,7,2915.15,416.45
14113.0,34,26,14,2.7310305973276723,4,1840.42,460.105
14114.0,15,15,11,2.5219396502691165,2,386.53,193.265
14116.0,72,61,19,4.154841085895758,5,1382.74,276.548
14117.0,3,3,3,1.0986122886681096,1,90.0,90.0
14121.0,159,148,68,4.9325106242623376,4,2780.15,695.0375
14124.0,5,4,5,1.3889680948610674,1,419.58000000000004,419.58000000000004
14125.0,167,159,84,5.052365590829717,3,2740.43,913.4766666666666
14126.0,15,14,12,2.070223295375256,3,706.1300000000001,235.3766666666667
14127.0,44,39,20,3.725922259416006,3,709.71,236.57000000000002
14128.0,46,40,24,3.7391939605243496,2,637.5,318.75
14129.0,52,31,16,3.893151270366983,5,1123.8600000000001,224.77200000000002
14130.0,67,66,67,3.940439083348416,1,483.86,483.86
14132.0,200,100,24,5.131574860247979,11,3586.0299999999997,326.00272727272727
14133.0,28,25,16,3.264728890738406,3,605.64,201.88
14135.0,134,95,23,4.541501231235209,15,4690.31,312.68733333333336
14138.0,47,40,33,3.694382592329304,2,982.3800000000001,491.19000000000005
14139.0,26,26,26,3.1044951902452773,1,415.82,415.82
14140.0,66,60,40,4.1437168346305695,2,935.05,467.525
14141.0,40,27,16,3.5807463037817504,4,915.1300000000001,228.78250000000003
14142.0,22,22,22,3.0021235685337375,1,311.81,311.81
14143.0,7,7,7,1.9412199886023132,1,115.8,115.8
14145.0,11,6,4,2.341985779025921,4,3742.2,935.55
14146.0,210,183,73,5.087384175114629,5,4191.0,838.2
14147.0,5,4,3,1.3549965206184975,2,483.40000000000003,241.70000000000002
14148.0,3,3,3,0.615626815846296,1,157.2,157.2
14149.0,28,28,28,3.3032781894326253,1,446.62,446.62
14150.0,26,23,14,2.833006055070591,2,658.6400000000001,329.32000000000005
14152.0,49,47,29,3.749815254125209,2,621.29,310.645
14154.0,52,52,33,3.5868286968930447,2,1345.62,672.81
14155.0,6,6,6,1.7702134881539977,1,118.75,118.75
14157.0,48,45,39,3.586899303735262,2,432.88,216.44
14158.0,41,41,41,3.6073315266535433,1,507.66,507.66
14161.0,108,87,57,4.42593921333085,3,1110.52,370.17333333333335
14162.0,25,25,13,2.969348617704305,2,289.36,144.68
14163.0,52,36,17,3.5756106154525122,4,2445.91,611.4775
14164.0,29,28,28,2.921120662419446,2,1631.77,815.885
14165.0,25,23,25,2.960578909641468,1,122.53999999999999,122.53999999999999
14167.0,52,27,18,3.7521448987662738,4,574.84,143.71
14171.0,58,57,58,3.7648932753395905,1,363.79,363.79
14173.0,29,28,12,2.7159340058295105,4,450.84000000000003,112.71000000000001
14174.0,26,26,26,3.143072510422362,1,134.46,134.46
14175.0,149,139,90,4.8702941396171076,3,3222.3,1074.1000000000001
14176.0,31,28,16,3.338543293378182,4,576.9000000000001,144.22500000000002
14177.0,42,37,20,2.9794242184477255,4,559.41,139.8525
14178.0,327,191,69,5.297050867927177,7,1620.93,231.5614285714286
14179.0,165,135,125,4.814319530946631,2,719.7800000000001,359.89000000000004
14180.0,240,112,17,5.3450111853895415,25,4748.52,189.94080000000002
14184.0,24,24,24,3.129865154819741,1,452.89,452.89
14185.0,3,3,3,0.558686762330662,1,197.65,197.65
14188.0,65,34,12,4.070620436000016,6,2054.36,342.3933333333334
14189.0,265,176,27,5.427169751134086,15,4654.08,310.272
14191.0,259,145,36,5.415681922281034,13,4684.76,360.36615384615385
14193.0,42,35,23,3.639115787730332,2,853.39,426.695
14194.0,579,269,49,6.240523333388287,21,11349.52,540.4533333333334
14195.0,7,7,5,1.6536869059100239,2,1012.0,506.0
14196.0,6,6,6,1.414550143790883,1,335.52,335.52
14198.0,39,35,12,3.5943897133143374,4,701.4000000000001,175.35000000000002
14199.0,2,2,2,0.21302821181265172,1,185.39999999999998,185.39999999999998
14201.0,37,32,7,3.445819168072649,7,747.44,106.77714285714286
14204.0,44,36,44,3.432233019562223,1,161.03,161.03
14205.0,24,23,14,3.1353263394026376,2,466.70000000000005,233.35000000000002
14206.0,20,20,20,2.9122607479791736,1,328.15999999999997,328.15999999999997
14208.0,10,10,10,2.2763782959648915,1,151.74,151.74
14209.0,87,55,19,4.285543703183921,6,2073.4300000000003,345.5716666666667
14210.0,102,66,22,4.553377911121326,6,1905.8400000000001,317.64000000000004
14211.0,112,87,24,4.548687967158833,9,2241.1,249.0111111111111
14212.0,9,9,9,2.0731230268994403,1,1070.48,1070.48
14214.0,67,64,37,4.127583455263248,5,1004.38,200.876
14215.0,108,98,37,4.621260899357209,6,1789.72,298.2866666666667
14216.0,59,47,30,3.607831267597207,4,1839.3,459.825
14217.0,100,78,10,4.463441457238867,17,2004.98,117.94
14218.0,12,12,12,2.4213802254501933,1,169.48000000000002,169.48000000000002
14219.0,7,7,7,1.7362506017562858,1,89.94,89.94
14220.0,21,21,11,2.8076404968685313,2,632.4000000000001,316.20000000000005
14221.0,193,123,39,5.096955050902489,9,3432.8,381.4222222222222
14222.0,41,41,41,3.6165682814765545,1,683.17,683.17
14223.0,60,50,21,4.041661477692942,3,991.13,330.37666666666667
14224.0,118,105,41,4.303833912642186,4,1050.12,262.53
14226.0,67,64,24,3.8315359277074603,5,2232.19,446.438
14227.0,175,117,46,5.08208832564419,10,3350.96,335.096
14229.0,40,29,20,3.322653021210059,3,1547.1999999999998,515.7333333333332
14231.0,50,47,19,3.819454691393086,3,925.71,308.57
14232.0,115,81,47,4.6247072674121785,5,2048.07,409.61400000000003
14233.0,35,30,15,3.14321430786866,4,1462.72,365.68
14235.0,79,65,30,4.015664284046733,5,3144.86,628.972
14236.0,15,15,12,2.0186068661626297,2,490.86,245.43
14237.0,9,9,9,2.1421390851892403,1,161.0,161.0
14238.0,8,8,8,1.9746469348152664,1,146.85,146.85
14239.0,112,83,22,4.618398343185752,11,2380.85,216.4409090909091
14240.0,42,37,32,3.5843408788105355,2,890.34,445.17
14241.0,10,10,10,2.117365884829754,1,213.70000000000002,213.70000000000002
14242.0,16,13,8,2.754420876298202,2,280.54999999999995,140.27499999999998
14243.0,141,99,23,4.8515656725186185,10,2588.77,258.877
14245.0,108,107,67,4.620083462036452,2,1693.45,846.725
14246.0,75,57,26,4.261055179462219,3,1474.06,491.3533333333333
14247.0,20,19,20,2.7370733550252737,1,136.76999999999998,136.76999999999998
14248.0,8,8,8,1.2573576606733137,1,302.58,302.58
14250.0,111,94,74,4.64132772416689,3,1904.05,634.6833333333333
14251.0,78,37,36,4.087728898244815,5,2879.7,575.9399999999999
14256.0,53,51,32,3.880681963179541,2,969.06,484.53
14257.0,106,88,39,4.342340194559473,5,3099.7200000000003,619.9440000000001
14258.0,111,58,31,4.513391782974871,9,12669.98,1407.7755555555555
14259.0,5,5,5,1.521432944867926,1,120.0,120.0
14261.0,52,52,45,3.828605452242113,2,1163.45,581.725
14262.0,143,87,27,4.84039189709164,8,2618.23,327.27875
14264.0,17,15,12,2.759530949552285,2,333.97,166.985
14265.0,31,31,16,3.37980061358932,2,530.1800000000001,265.09000000000003
14267.0,55,25,25,3.851821815647206,3,1516.24,505.41333333333336
14270.0,29,29,29,3.3186272930199454,1,492.65000000000003,492.65000000000003
14271.0,10,10,10,2.19051888333236,1,112.32,112.32
14272.0,33,33,25,3.3637883132123765,2,437.96000000000004,218.98000000000002
14273.0,29,22,11,3.336442986395103,4,559.97,139.9925
14276.0,64,52,24,4.110628072761033,3,1119.74,373.24666666666667
14280.0,8,8,8,2.016903447524484,1,134.04,134.04
14282.0,156,70,21,4.751752283379167,15,3729.34,248.62266666666667
14284.0,32,24,19,3.438715628305041,2,595.25,297.625
14285.0,27,18,16,2.994216561109724,4,1910.0100000000002,477.50250000000005
14287.0,9,9,5,2.1487178206570734,3,176.63,58.876666666666665
14288.0,16,16,16,2.6357078954521147,1,426.6,426.6
14289.0,47,33,19,3.7106294970413725,6,911.26,151.87666666666667
14290.0,101,89,33,4.363073696174567,5,2314.65,462.93
14291.0,237,145,52,5.349046301271455,11,3883.25,353.02272727272725
14292.0,100,64,23,3.926197576434416,9,4871.93,541.3255555555556
14293.0,61,51,21,3.939502309506791,4,1046.56,261.64
14295.0,5,5,5,1.5127779185946142,1,166.20000000000002,166.20000000000002
14297.0,62,48,26,4.0258697527092595,4,1305.33,326.3325
14299.0,143,94,52,4.484836453649841,9,3965.62,440.6244444444444
14300.0,3,3,3,1.0760431036557139,1,43.2,43.2
14301.0,13,13,13,2.4443333237296088,1,640.14,640.14
14304.0,17,17,17,2.7477197660143577,1,383.45,383.45
14305.0,105,96,62,4.52527669262249,3,1858.96,619.6533333333333
14306.0,33,33,26,3.1282549003993436,2,2093.32,1046.66
14307.0,180,150,48,5.114647107899502,6,2995.7200000000003,499.2866666666667
